Date,AGL.JO,AMS.JO,GFI.JO,IMP.JO,SOL.JO,SBK.JO,FSR.JO,NED.JO,ABG.JO,CPI.JO,DSY.JO,BAW.JO,SHP.JO,PIK.JO,AVI.JO,NPN.JO,MTN.JO,BTI.JO,REM.JO,CLH.JO,TRU.JO,MRP.JO,NTC.JO,APN.JO,ADH.JO,MUR.JO,WBO.JO,RLO.JO,AEG.JO
2000-01-16,0.021777451851513918,0.005813591838296439,0.026819391846015117,-0.008510582106934561,-0.010000391032723321,0.10912674165341607,0.10229851531316547,0.2015630460542175,0.10394268437184695,0.1294960410895929,0.14795913200959743,0.1807227970571168,0.011627860426499437,0.05714281378291752,-0.01052597472331307,0.41217433847417917,0.26545446800483186,0.0781245832188926,0.07812496451606465,0.06790099341958578,0.016949070865828197,0.07142804969154226,0.15068482606220446,0.32098750412855437,0.09523772461789282,0.064516081795023,0.08163288799426383,0.17647066105678988,0.07972960640804327
2000-01-23,-0.03790524922017757,0.07167669866388349,0.07276152466558439,0.18454904128429384,0.0787877075412744,0.019678010015765857,-0.03023975960434222,0.019506040697675253,-0.00487019481981954,0.019108215773515846,-0.03999977221785889,0.044897828934284734,-0.0862065907377415,-0.06756721539138377,0.09929048576289623,0.03448262963034021,-0.13505750987468657,-0.04927543506551468,-0.04927553191696854,-0.005780311910448477,-0.020833260365741735,-0.026666254886738017,-0.023809434354917558,0.10280381850697307,-0.04347831137379299,0.04646465577430048,-0.058490788914300595,-0.02000013493822339,0.0888612015893282
2000-01-30,-0.10591385513066365,0.02589007722522707,-0.08173926986232483,-0.013767873599669689,-0.0823969512423437,-0.07017551764846974,-0.06989251393385298,-0.10841855700735614,-0.15171290636572732,-0.06250026608237347,-0.08333359503150317,-0.0976562536644,-0.06918259567146812,-0.00966206202469555,0.12903255051603457,-0.07261905987116368,-0.036544834743887034,-0.04878025916024309,-0.04878048580344829,0.0,-0.017021615489601682,0.027396825621857968,0.0121947464654113,0.033898442230640535,-0.2272727175315734,-0.005791475466037421,-0.03807584959419863,0.081632709777679,-0.08045985322251725
2000-02-06,-0.03581746028342614,-0.006309200830316053,-0.034090895862535,0.002939100233712244,0.010204184190916843,0.07735885454623403,-0.01618482648552466,0.07868393852714561,0.06923065379287707,0.0,0.16161627119779576,0.017315874800813535,-0.020270561613370153,0.03902441620271957,-0.028571728588961953,-0.011553385342463418,0.13103477128744445,0.057692072684463414,0.05769227285381029,-0.03488411648594136,0.008658451590586536,0.0,0.01204847546202159,-0.0983608399635374,0.16470535922040375,-0.009708730803872023,-0.03125032284458629,-0.051886752788575574,0.031249965477460284
2000-02-13,0.014280466761495747,0.06878295123668243,0.29411814975534245,0.029304055156903486,0.0030301242464361167,0.010507665187522441,0.03407737035787206,-0.011936362557329105,-0.02517933814884743,0.0,-0.026086879585430656,0.03297869078992943,-0.06896551139314266,0.06103278063620321,0.007353066075676873,-0.023376447878791118,0.17530479581327185,0.03030297157381967,0.030303040189248343,-0.042168345906841376,-0.05579374413488769,0.013333455991184406,0.1428573392209127,0.19090909799074862,-0.18181803750472858,0.0,0.10752729524831262,0.05970171315935047,0.054545585157133036
2000-02-20,-0.008435253361739004,-0.03960389707080103,0.030302912289946304,-0.08185066711859645,-0.04733121335067325,-0.069324336690325,-0.05909036969812087,-0.03355728203639985,-0.06826608414574498,-0.09333249214112393,-0.01785720093812071,-0.015447544378727529,-0.05333304066013955,-0.08849550322546351,-0.06569345632654655,0.1170212170987901,0.06874173408934481,-0.029411709380524287,-0.029411774019110104,0.0075466363161524885,-0.09090968855491188,-0.03947339411467177,0.052083329157194935,-0.02290067062818968,0.0,-0.05882368648782954,-0.06796120244239912,-0.15492988525748574,-0.022988657538647206
2000-02-27,-0.1250076539637327,-0.12371155046401772,-0.1175881080055936,-0.1589147405654352,-0.14587716326276046,-0.020483821907754884,-0.03140120687383274,-0.034722199343735216,-0.013861246311162478,-0.04411860546332802,0.03181831573845839,-0.07635990130513903,0.11893592818801624,0.038834797789600195,-0.031250045240475255,0.14285701040183452,0.014563094327671555,-0.06060579406579725,-0.06060575413330227,0.029963053505612347,-0.029999864640794627,-0.027397331945331893,0.0,0.054687528391338835,-0.012345095750524226,0.0,0.06666650309207633,0.06666664832643554,-0.04117648893654824
2000-03-05,-0.0032527605537339133,-0.10117610079771511,-0.03333330850093186,-0.032258085621218235,0.04826733480416401,-0.0779469301572534,-0.08104771582583026,-0.0705034579828333,-0.07228922473564015,-0.015384424411027164,-0.0044054940404200105,0.01925213635954859,-0.06293710142004028,0.0,-0.03225801309608178,-0.008333234626522357,-0.08014349756986949,-0.03225815154515066,-0.03225815133941856,-0.09090927183242592,-0.0824741617708904,-0.014084371396567819,-0.00990121798181176,-0.06666675129683641,-0.06250093926000755,-0.16666664302344258,0.03515632803129631,-0.0781249153734439,-0.09202438216932673
2000-03-12,-0.055368431522257455,0.05235579268403456,0.02931053898758118,0.014285572173803551,-0.020070580549264028,0.02680402271148985,0.010854975222968744,0.03715172694355062,0.03896123888634162,-0.02343723619432958,0.004424988300004484,0.06444468268395154,-0.08059695740383721,-0.028037305022353354,-0.008333165186217073,0.003151263769752166,0.07932365714445178,-0.006666439267207447,-0.006666721095227035,-0.013332858349176635,0.022540764876922248,-0.0857144164628425,-0.06962776159857165,-0.03650816319591188,-0.06666668762098504,-0.0524999857431363,0.01886823787951175,0.04519770099314213,0.01351349737441665
2000-03-19,0.03450793644894978,0.005240747279303903,-0.09882782043220162,0.05298808999415927,-0.01084385618455519,0.024096594659384074,0.025503172882362923,-0.049117403051672115,0.0,-0.11999991436709889,-0.0044054940404200105,-0.06471831076928702,-0.006357146350299714,0.00961531775206037,-0.025210297764817424,0.07853386787935834,0.04096389343132656,0.04704239022076151,0.046979709985755624,0.0,-0.016483720978247685,0.07031244886495114,-0.0322581525891632,0.04612857889887301,-0.14285657356251225,-0.21899728160077336,-0.04629647698293682,-0.016216010401052028,-0.0666667267403942
